country,location_name,latitude,longitude,temperature_fahrenheit,cloud,precip_mm,air_quality,moon_illumination,visibility_km,visibility_miles
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.6,81,0.01,1.0,14,10.0,6.0
Samoa,Apia,-13.83,-171.73,86.0,75,0.0,3.5,14,10.0,6.0
San Marino,San Marino,43.93,12.45,64.4,0,0.0,10.3,14,10.0,6.0
Belgium,'S-Gravenwezel,51.27,4.55,64.4,100,0.0,2.4,14,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,89.6,0,0.0,41.9,14,10.0,6.0
Senegal,Dakar,14.67,-17.44,84.2,50,0.0,26.5,14,10.0,6.0
Serbia,Belgrade,44.8,20.47,66.2,0,0.0,12.5,14,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,80.6,75,0.03,4.2,14,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,78.8,75,0.02,2.8,14,10.0,6.0
Singapore,Singapore,1.29,103.86,80.6,75,0.0,14.7,14,10.0,6.0
Slovakia,Bratislava,48.15,17.12,64.4,0,0.0,3.6,14,10.0,6.0
Slovenia,Ljubljana,46.06,14.51,57.2,0,0.0,15.2,14,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,77.0,75,0.0,0.9,14,10.0,6.0
Somalia,Mogadishu,2.07,45.37,77.0,22,0.0,6.5,14,10.0,6.0
South Africa,Pretoria,-25.75,28.19,59.0,0,0.16,138.9,14,9.0,5.0
South Korea,Seoul,37.57,127.0,71.6,100,0.67,45.6,14,6.0,3.0
Sudan,Juba,12.15,24.45,76.8,4,0.0,7.9,14,10.0,6.0
Spain,Madrid,40.4,-3.68,64.4,50,0.0,5.4,14,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,75.2,50,0.48,1.7,14,9.0,5.0
Sudan,Khartoum,15.59,32.53,94.2,4,0.0,45.7,14,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,77.3,89,0.39,1.2,14,9.0,5.0
Sweden,Stockholm,59.33,18.05,53.6,50,0.98,0.5,14,10.0,6.0
Switzerland,Bern,46.92,7.47,53.6,0,0.0,10.1,14,10.0,6.0
Syria,Damascus,33.5,36.3,71.6,0,0.0,19.3,14,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,66.2,75,0.0,15.2,14,10.0,6.0
Tanzania,Dodoma,-6.18,35.75,68.4,7,0.0,2.2,14,10.0,6.0
Thailand,Bangkok,13.75,100.52,82.4,25,0.0,653.9,14,10.0,6.0
Timor-Leste,Dili,-8.56,125.57,77.0,0,0.0,3.2,14,10.0,6.0
Bulgaria,Lom,43.81,23.24,62.6,17,0.0,8.1,14,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,75.2,75,0.14,4.5,14,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,89.6,25,0.0,1.1,14,10.0,6.0
Tunisia,Tunis,36.8,10.18,78.8,25,0.0,18.8,14,10.0,6.0
Turkey,Ankara,39.93,32.86,55.4,0,0.0,26.0,14,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,69.8,75,0.0,11.1,14,10.0,6.0
Tuvalu,Funafuti,-8.52,179.22,87.8,75,0.04,0.5,14,10.0,6.0
Uganda,Kampala,0.32,32.57,68.0,25,0.13,53.6,14,10.0,6.0
Ukraine,Kyiv,50.43,30.52,68.0,60,0.0,4.8,14,10.0,6.0
United Arab Emirates,Abu Dhabi,24.47,54.37,91.4,0,0.0,66.3,14,8.0,4.0
United Kingdom,London,51.52,-0.11,64.4,100,0.01,3.7,14,10.0,6.0
United States of America,Washington Park,46.6,-120.49,72.0,0,0.0,26.2,14,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,57.2,75,0.01,2.9,14,10.0,6.0
Uzbekistan,Tashkent,41.32,69.25,59.0,100,0.56,2.4,14,10.0,6.0
Vanuatu,Port Vila,-17.73,168.32,80.6,75,0.34,8.1,14,10.0,6.0
Venezuela,Caracas,10.5,-66.92,70.4,75,0.0,15.2,14,10.0,6.0
Vietnam,Hanoi,21.03,105.85,80.6,50,0.0,77.5,14,7.0,4.0
Yemen,Sanaa,15.35,44.21,66.2,18,0.0,48.0,14,10.0,6.0
Zambia,Lusaka,-15.42,28.28,71.4,0,0.0,13.8,14,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,63.3,0,0.0,8.9,14,10.0,6.0
Afghanistan,Kabul,34.52,69.18,57.1,0,0.0,13.7,22,10.0,6.0
Albania,Tirana,41.33,19.82,69.8,75,0.0,37.8,22,10.0,6.0
Algeria,Algiers,36.76,3.05,71.6,50,0.0,5.4,22,10.0,6.0
Andorra,Andorra La Vella,42.5,1.52,43.5,54,0.0,0.7,22,2.0,1.0
Angola,Luanda,-8.84,13.23,73.4,0,0.0,8.9,22,10.0,6.0
Antigua and Barbuda,Saint John's,17.12,-61.85,84.2,50,0.01,1.5,22,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,60.8,100,0.08,3.2,22,2.5,1.0
Armenia,Yerevan,40.18,44.51,59.0,25,0.07,1.8,22,10.0,6.0
Australia,Canberra,-35.28,149.22,53.6,0,0.0,1.1,22,10.0,6.0
Austria,Vienna,48.2,16.37,68.0,0,0.0,7.4,22,10.0,6.0
Azerbaijan,Baku,40.4,49.88,68.0,0,0.0,2.2,22,10.0,6.0
Bahamas,Nassau,25.08,-77.35,82.4,50,0.0,0.5,22,10.0,6.0
Bahrain,Manama,26.24,50.58,89.6,0,0.0,24.2,22,10.0,6.0
Bangladesh,Dhaka,23.72,90.41,77.7,51,1.55,9.6,22,9.0,5.0
Barbados,Bridgetown,13.1,-59.62,84.2,75,0.0,0.8,22,10.0,6.0
Belarus,Minsk,53.9,27.57,48.2,25,0.0,7.4,22,2.9,1.0
Belgium,Brussels,50.83,4.33,66.2,0,0.0,1.7,22,10.0,6.0
Belize,Belmopan,17.25,-88.77,87.8,50,0.0,3.6,22,10.0,6.0
Benin,Porto-Novo,6.48,2.62,80.6,25,0.0,19.0,22,10.0,6.0
Bhutan,Thimphu,27.48,89.6,52.5,78,0.13,4.5,22,2.0,1.0
Bolivia,Sucre,-19.04,-65.26,65.4,9,0.0,2.0,22,10.0,6.0
Bosnia and Herzegovina,Sarajevo,43.85,18.38,66.2,0,0.0,24.3,22,10.0,6.0
Botswana,Gaborone,-24.65,25.91,62.6,0,0.0,9.0,22,10.0,6.0
Brazil,Bras,-2.08,-58.17,90.7,11,0.0,5.5,22,10.0,6.0
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,78.8,75,0.75,10.8,22,10.0,6.0
Bulgaria,Sofia,42.68,23.32,60.8,0,0.0,12.1,22,10.0,6.0
Burkina Faso,Ouagadougou,12.37,-1.52,78.8,0,0.0,251.5,22,10.0,6.0
Burundi,Bujumbura,-3.38,29.36,65.9,77,0.09,36.1,22,10.0,6.0
Madagascar,Ivory,-24.37,46.45,74.8,23,0.0,2.9,22,10.0,6.0
Cape Verde,Praia,14.93,-23.51,80.6,75,0.07,21.8,22,8.0,4.0
Cambodia,Phnom Penh,11.55,104.92,78.8,50,0.04,92.8,22,9.0,5.0
Cameroon,Bafoussam,5.47,10.42,63.2,77,0.15,25.0,22,9.0,5.0
Canada,Ottawa,45.42,-75.7,62.6,25,0.0,0.5,22,24.0,14.0
Central African Republic,Bangui,4.37,18.58,75.2,25,0.0,6.7,22,8.0,4.0
Chad,N'djamena,12.11,15.05,84.2,0,0.0,11.9,22,8.0,4.0
Chile,Santiago,-33.45,-70.67,57.2,75,0.0,102.7,22,10.0,6.0
China,Beijing,39.93,116.39,55.4,0,0.0,137.7,22,10.0,6.0
Bulgaria,Bogot,43.32,24.7,67.7,10,0.0,6.5,22,10.0,6.0
Comoros,Moroni,-11.7,43.24,76.0,11,0.0,2.2,22,10.0,6.0
Congo,Brazzaville,-4.26,15.28,82.4,0,1.68,37.5,22,7.0,4.0
Costa Rica,San Juan,9.97,-84.08,68.0,75,1.18,13.8,22,2.0,1.0
Croatia,Zagreb,45.8,16.0,62.6,0,0.0,24.9,22,10.0,6.0
Cuba,Havana,23.13,-82.36,82.4,50,0.0,1.8,22,9.0,5.0
Cyprus,Nicosia,35.17,33.37,73.4,25,0.0,17.3,22,10.0,6.0
Czech Republic,Prague,50.08,14.47,60.8,0,0.0,9.6,22,10.0,6.0
Democratic Republic of Congo,Kinshasa,-4.3,15.3,82.4,0,1.78,37.5,22,7.0,4.0
Denmark,Copenhagen,55.67,12.58,66.2,25,0.0,5.2,22,10.0,6.0
Djibouti,Djibouti,11.6,43.15,90.7,3,0.0,59.6,22,10.0,6.0
Dominica,Roseau,15.3,-61.4,84.2,75,0.01,1.0,22,10.0,6.0
Dominican Republic,Santo Domingo,18.47,-69.9,82.6,75,0.0,10.3,22,8.0,4.0
Ecuador,Quito,-0.22,-78.5,61.0,88,0.1,12.8,22,10.0,6.0
Egypt,Cairo,30.05,31.25,77.0,0,0.0,18.6,22,10.0,6.0
El Salvador,San Salvador,13.71,-89.2,80.6,25,0.57,10.5,22,10.0,6.0
Equatorial Guinea,Malabo,3.75,8.78,77.0,50,0.17,2.7,22,10.0,6.0
Eritrea,Asmara,15.33,38.93,65.4,4,0.0,26.3,22,10.0,6.0
Estonia,Tallinn,59.43,24.73,60.8,75,0.0,5.1,22,10.0,6.0
Swaziland,Mbabane,-26.32,31.13,55.9,10,0.0,14.5,22,10.0,6.0
Ethiopia,Addis Ababa,9.03,38.7,59.0,50,0.0,66.8,22,10.0,6.0
Fiji Islands,Suva,-18.13,178.42,78.8,75,0.37,7.0,22,10.0,6.0
Finland,Helsinki,60.18,24.93,60.8,75,0.0,3.2,22,10.0,6.0
France,Paris,48.87,2.33,68.0,0,0.0,3.6,22,10.0,6.0
Gabon,Libreville,0.38,9.45,80.6,50,0.0,5.7,22,10.0,6.0
Gambia,Banjul,13.45,-16.58,78.8,50,0.01,2.0,22,10.0,6.0
Georgia,Tbilisi,41.73,44.79,62.6,100,0.0,21.3,22,10.0,6.0
Germany,Berlin,52.52,13.4,60.8,0,0.0,5.0,22,10.0,6.0
Ghana,Accra,5.55,-0.22,78.8,25,0.03,12.3,22,10.0,6.0
Greece,Athens,37.98,23.72,73.4,0,0.0,12.8,22,10.0,6.0
Grenada,Saint George's,12.05,-61.75,86.0,25,0.01,1.1,22,10.0,6.0
Guatemala,Guatemala City,14.62,-90.53,73.4,25,0.47,3.2,22,10.0,6.0
Guinea,Conakry,9.51,-13.71,80.6,75,2.06,2.8,22,10.0,6.0
Guinea-Bissau,Bissau,11.85,-15.58,80.6,50,0.02,2.5,22,6.0,3.0
Guyana,Georgetown,6.8,-58.17,80.6,25,0.0,2.2,22,10.0,6.0
Haiti,Port-Au-Prince,18.54,-72.34,89.6,50,0.0,26.0,22,9.0,5.0
Vatican City,Vatican City,41.9,12.45,71.6,0,0.15,16.2,22,10.0,6.0
Honduras,Tegucigalpa,14.1,-87.22,84.2,37,0.6,0.5,22,10.0,6.0
Hungary,Budapest,47.5,19.08,62.6,0,0.0,16.5,22,10.0,6.0
Iceland,Hella,63.83,-20.4,43.2,3,0.0,0.7,22,10.0,6.0
India,New Delhi,28.6,77.2,82.4,50,0.0,95.2,22,3.2,1.0
Indonesia,Jakarta,-6.21,106.85,80.6,50,0.0,1558.8,22,6.0,3.0
Iran,Tehran,35.73,51.33,71.6,0,0.0,22.5,22,10.0,6.0
Iraq,Baghdad,33.34,44.39,82.4,0,0.0,20.1,22,10.0,6.0
Ireland,Dublin,53.33,-6.25,50.0,25,0.0,4.4,22,10.0,6.0
Israel,Jerusalem,31.78,35.23,78.8,50,0.0,15.1,22,10.0,6.0
Italy,Rome,41.9,12.48,71.6,0,0.15,16.2,22,10.0,6.0
Jamaica,Norman Gardens,17.97,-76.75,86.0,37,0.0,5.3,22,10.0,6.0
Japan,Tokyo,35.69,139.69,80.6,25,0.01,24.0,22,10.0,6.0
Jordan,Amman,31.95,35.93,68.0,0,0.0,12.4,22,7.0,4.0
Kazakhstan,Astana,51.18,71.43,50.0,0,0.0,3.3,22,10.0,6.0
Kenya,Nairobi,-1.28,36.82,66.2,75,0.0,23.6,22,10.0,6.0
Kiribati,Tarawa,-0.88,169.53,84.2,23,0.0,0.5,22,10.0,6.0
Kuwait,Kuwait City,29.37,47.96,92.0,0,0.0,32.6,22,10.0,6.0
Kyrghyzstan,Bishkek,42.87,74.6,53.2,6,0.0,1.7,22,10.0,6.0
Indonesia,Laos,-8.18,114.32,66.2,19,0.0,13.6,22,10.0,6.0
Latvia,Riga,56.95,24.1,60.8,100,0.0,5.0,22,10.0,6.0
Lebanon,Beirut,33.87,35.51,80.6,50,0.0,14.7,22,8.0,4.0
Lesotho,Maseru,-29.32,27.48,51.5,0,0.0,9.4,22,10.0,6.0
Liberia,Monrovia,6.31,-10.8,75.2,75,0.01,4.5,22,8.0,4.0
Thailand,Nan,18.78,100.78,77.0,25,0.01,16.9,22,8.0,4.0
Liechtenstein,Vaduz,47.13,9.52,60.8,0,0.0,18.4,22,10.0,6.0
Lithuania,Vilnius,54.68,25.32,55.4,0,0.0,6.6,22,10.0,6.0
Luxembourg,Luxembourg,49.61,6.13,62.6,0,0.0,3.7,22,10.0,6.0
Madagascar,Antananarivo,-18.92,47.52,59.0,50,0.0,8.7,22,10.0,6.0
Malawi,Lilongwe,-13.98,33.78,71.3,4,0.0,10.5,22,10.0,6.0
Malaysia,Kuala Lumpur,3.17,101.7,77.0,25,0.0,198.8,22,4.0,2.0
Maldives,Farukolhufunadhoo,6.15,73.27,82.3,86,1.3,0.5,22,10.0,6.0
Mali,Bamako,12.65,-8.0,80.6,25,0.05,58.4,22,10.0,6.0
Malta,Valletta,35.9,14.51,77.0,0,0.0,20.7,22,10.0,6.0
Marshall Islands,Majuro,7.1,171.38,86.0,75,0.01,1.6,22,24.0,14.0
Mauritania,Nouakchott,18.09,-15.98,83.6,85,0.08,32.2,22,9.0,5.0
Mauritius,Port Louis,-20.16,57.5,75.2,50,0.01,4.1,22,10.0,6.0
Mexico,Mexico City,19.43,-99.13,80.6,50,0.0,12.8,22,16.0,9.0
Micronesia,Palikir,6.92,158.15,80.6,100,0.0,0.5,22,24.0,14.0
Russia,Chi-Chi-Erh,51.7,94.45,47.5,8,0.0,1.2,22,10.0,6.0
Monaco,Monaco,43.73,7.42,69.8,75,0.15,6.3,22,10.0,6.0
Mongolia,Ulaanbaatar,47.92,106.92,33.8,25,0.0,4.2,22,10.0,6.0
Montenegro,Podgorica,42.44,19.26,73.4,0,0.0,7.2,22,10.0,6.0
Morocco,Rabat,34.03,-6.84,60.8,50,0.0,4.0,22,5.0,3.0
Mozambique,Maputo,-25.97,32.59,69.8,0,0.0,10.3,22,10.0,6.0
Myanmar,Pathein,16.78,94.73,76.4,41,0.0,9.1,22,2.0,1.0
Namibia,Windhoek,-22.57,17.08,66.2,0,0.0,9.6,22,10.0,6.0
Turkey,Yaren,39.55,27.62,62.6,0,0.0,8.3,22,10.0,6.0
Nepal,Kathmandu,27.72,85.32,71.6,75,0.0,41.0,22,7.0,4.0
Netherlands,Amsterdam,52.37,4.89,64.4,25,0.0,3.2,22,10.0,6.0
New Zealand,Wellington,-41.3,174.78,57.2,100,0.0,4.0,22,10.0,6.0
Nicaragua,Managua,12.15,-86.27,93.2,25,0.0,2.6,22,10.0,6.0
Niger,Niamey,13.52,2.12,87.8,0,0.0,15.8,22,10.0,6.0
Nigeria,Abuja,9.18,7.18,77.0,25,0.0,18.1,22,10.0,6.0
North Korea,Pyongyang,39.02,125.75,60.1,8,0.0,9.7,22,10.0,6.0
Macedonia,Skopje,42.0,21.43,66.2,0,0.0,17.9,22,10.0,6.0
Norway,Oslo,59.92,10.75,57.2,0,0.08,4.0,22,10.0,6.0
Oman,Muscat,23.61,58.59,86.0,0,0.0,42.0,22,10.0,6.0
Pakistan,Islamabad,33.7,73.17,75.2,70,0.97,110.5,22,9.0,5.0
Palau,Adkip,7.36,134.51,77.0,100,0.04,0.8,22,11.0,6.0
Bolivia,National,-11.18,-67.08,88.9,88,0.66,3.8,22,5.0,3.0
Panama,Panama City,8.97,-79.53,82.4,75,3.39,7.6,22,9.0,5.0
Papua New Guinea,Port Moresby,-9.46,147.19,77.0,25,0.0,4.5,22,10.0,6.0
Paraguay,Carreria,-21.55,-58.12,93.0,26,0.0,14.6,22,10.0,6.0
Peru,Lima,-12.05,-77.05,67.6,28,0.0,8.3,22,10.0,6.0
Philippines,Manila,14.6,120.98,82.4,25,0.0,60.6,22,10.0,6.0
Poland,Warsaw,52.25,21.0,55.4,0,0.0,39.1,22,10.0,6.0
Portugal,Lisbon,38.72,-9.13,66.2,25,0.0,2.5,22,10.0,6.0
Qatar,Doha,25.29,51.53,89.6,0,0.0,46.7,22,10.0,6.0
Romania,Bucharest,44.43,26.1,60.8,0,0.0,5.9,22,10.0,6.0
Russia,Moscow,55.75,37.62,62.6,75,0.12,6.3,22,10.0,6.0
Rwanda,Kigali,-1.95,30.06,64.4,50,0.03,15.2,22,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,86.0,25,0.0,1.2,22,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,82.4,25,0.0,0.8,22,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.7,81,0.39,1.9,22,10.0,6.0
Samoa,Apia,-13.83,-171.73,82.4,100,0.07,2.4,22,10.0,6.0
San Marino,San Marino,43.93,12.45,71.6,75,0.17,9.3,22,10.0,6.0
Belgium,'S-Gravenwezel,51.27,4.55,64.4,0,0.0,2.3,22,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,86.0,0,0.0,35.1,22,10.0,6.0
Senegal,Dakar,14.67,-17.44,82.4,25,0.04,1.8,22,10.0,6.0
Serbia,Belgrade,44.8,20.47,69.8,0,0.0,41.5,22,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,82.4,50,0.18,9.6,22,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,77.4,82,0.07,4.4,22,10.0,6.0
Singapore,Singapore,1.29,103.86,78.8,75,0.56,28.9,22,8.0,4.0
Slovakia,Bratislava,48.15,17.12,62.6,0,0.0,6.0,22,10.0,6.0
Slovenia,Ljubljana,46.06,14.51,60.8,75,0.0,21.1,22,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,82.4,50,0.0,2.2,22,10.0,6.0
Somalia,Mogadishu,2.07,45.37,76.9,19,0.0,6.3,22,10.0,6.0
South Africa,Pretoria,-25.75,28.19,60.8,0,0.0,85.5,22,10.0,6.0
South Korea,Seoul,37.57,127.0,66.2,0,0.02,4.9,22,10.0,6.0
Sudan,Juba,12.15,24.45,79.3,5,0.0,5.4,22,10.0,6.0
Spain,Madrid,40.4,-3.68,64.4,0,0.0,2.3,22,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,77.0,50,0.03,1.7,22,10.0,6.0
Sudan,Khartoum,15.59,32.53,93.6,6,0.0,50.2,22,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,82.4,50,0.48,2.2,22,10.0,6.0
Sweden,Stockholm,59.33,18.05,62.6,0,0.0,2.9,22,10.0,6.0
Switzerland,Bern,46.92,7.47,60.8,75,0.0,19.9,22,10.0,6.0
Syria,Damascus,33.5,36.3,68.0,0,0.0,23.0,22,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,60.8,25,0.0,8.2,22,10.0,6.0
Tanzania,Dodoma,-6.18,35.75,69.8,4,0.0,2.0,22,10.0,6.0
Thailand,Bangkok,13.75,100.52,78.8,75,0.0,75.7,22,9.0,5.0
Timor-Leste,Dili,-8.56,125.57,75.6,0,0.0,2.8,22,10.0,6.0
Bulgaria,Lom,43.81,23.24,68.0,6,0.0,8.1,22,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,75.2,75,0.0,4.1,22,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,86.0,25,0.0,0.5,22,10.0,6.0
Tunisia,Tunis,36.8,10.18,78.8,25,0.0,30.4,22,10.0,6.0
Turkey,Ankara,39.93,32.86,55.4,0,0.0,35.2,22,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,62.6,0,0.0,13.2,22,10.0,6.0
Tuvalu,Funafuti,-8.52,179.22,89.6,50,0.01,0.5,22,10.0,6.0
Uganda,Kampala,0.32,32.57,66.2,25,0.2,41.6,22,10.0,6.0
Ukraine,Kyiv,50.43,30.52,64.2,49,0.0,13.0,22,10.0,6.0
United Arab Emirates,Abu Dhabi,24.47,54.37,91.4,0,0.0,34.6,22,8.0,4.0
United Kingdom,London,51.52,-0.11,57.2,100,0.74,2.5,22,10.0,6.0
United States of America,Washington Park,46.6,-120.49,55.9,100,0.0,1.2,22,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,60.8,100,0.82,3.5,22,10.0,6.0
Uzbekistan,Tashkent,41.32,69.25,64.4,25,0.0,5.5,22,10.0,6.0
Vanuatu,Port Vila,-17.73,168.32,80.6,25,0.01,4.6,22,10.0,6.0
Venezuela,Caracas,10.5,-66.92,86.0,0,0.54,5.5,22,10.0,6.0
Vietnam,Hanoi,21.03,105.85,80.6,50,0.01,99.4,22,7.0,4.0
Yemen,Sanaa,15.35,44.21,63.7,0,0.0,42.1,22,10.0,6.0
Zambia,Lusaka,-15.42,28.28,74.4,0,0.0,25.9,22,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,66.6,0,0.0,20.0,22,10.0,6.0
Afghanistan,Kabul,34.52,69.18,55.5,0,0.0,7.8,31,10.0,6.0
Albania,Tirana,41.33,19.82,68.0,50,0.32,19.5,31,8.0,4.0
Algeria,Algiers,36.76,3.05,69.8,0,0.0,10.4,31,10.0,6.0
Andorra,Andorra La Vella,42.5,1.52,40.9,63,0.04,0.9,31,2.0,1.0
Angola,Luanda,-8.84,13.23,73.4,25,0.0,8.3,31,10.0,6.0
Antigua and Barbuda,Saint John's,17.12,-61.85,84.2,50,0.02,5.4,31,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,66.2,75,0.01,5.3,31,9.0,5.0
Armenia,Yerevan,40.18,44.51,68.0,0,0.0,3.6,31,10.0,6.0
Australia,Canberra,-35.28,149.22,46.4,0,0.0,0.5,31,10.0,6.0
Austria,Vienna,48.2,16.37,71.6,25,0.0,4.0,31,10.0,6.0
Azerbaijan,Baku,40.4,49.88,71.6,0,0.0,10.1,31,10.0,6.0
Bahamas,Nassau,25.08,-77.35,84.2,50,0.0,0.7,31,10.0,6.0
Bahrain,Manama,26.24,50.58,89.6,0,0.0,37.7,31,10.0,6.0
Bangladesh,Dhaka,23.72,90.41,78.7,71,0.85,5.6,31,9.0,5.0
Barbados,Bridgetown,13.1,-59.62,84.2,25,0.01,1.2,31,10.0,6.0
Belarus,Minsk,53.9,27.57,57.2,0,0.0,10.1,31,10.0,6.0
Belgium,Brussels,50.83,4.33,55.4,25,0.02,3.9,31,10.0,6.0
Belize,Belmopan,17.25,-88.77,89.6,75,0.0,2.1,31,10.0,6.0
Benin,Porto-Novo,6.48,2.62,80.6,50,0.0,11.4,31,10.0,6.0
Bhutan,Thimphu,27.48,89.6,51.1,99,0.83,3.1,31,9.0,5.0
Bolivia,Sucre,-19.04,-65.26,71.4,7,0.0,1.5,31,10.0,6.0
Bosnia and Herzegovina,Sarajevo,43.85,18.38,66.2,25,0.0,16.0,31,10.0,6.0
Botswana,Gaborone,-24.65,25.91,64.4,0,0.0,20.3,31,10.0,6.0
Brazil,Bras,-2.08,-58.17,83.6,18,0.0,4.0,31,10.0,6.0
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,75.2,75,0.54,1.0,31,10.0,6.0
Bulgaria,Sofia,42.68,23.32,64.4,0,0.0,37.9,31,10.0,6.0
Burkina Faso,Ouagadougou,12.37,-1.52,80.6,25,0.04,31.4,31,10.0,6.0
Burundi,Bujumbura,-3.38,29.36,63.0,9,0.0,47.6,31,10.0,6.0
Madagascar,Ivory,-24.37,46.45,71.4,0,0.0,6.8,31,10.0,6.0
Cape Verde,Praia,14.93,-23.51,80.6,50,0.0,2.1,31,10.0,6.0
Cambodia,Phnom Penh,11.55,104.92,78.8,75,0.04,80.4,31,9.0,5.0
Cameroon,Bafoussam,5.47,10.42,62.6,100,0.05,49.9,31,0.0,0.0
Canada,Ottawa,45.42,-75.7,68.0,0,0.0,0.8,31,24.0,14.0
Central African Republic,Bangui,4.37,18.58,75.2,25,0.0,3.8,31,8.0,4.0
Chad,N'djamena,12.11,15.05,82.4,0,0.0,22.3,31,8.0,4.0
Chile,Santiago,-33.45,-70.67,60.8,0,0.0,82.0,31,10.0,6.0
China,Beijing,39.93,116.39,60.8,0,0.0,82.4,31,10.0,6.0
Bulgaria,Bogot,43.32,24.7,65.7,28,0.0,7.5,31,10.0,6.0
Comoros,Moroni,-11.7,43.24,74.4,2,0.0,4.2,31,10.0,6.0
Congo,Brazzaville,-4.26,15.28,82.4,25,0.1,3.6,31,6.0,3.0
Costa Rica,San Juan,9.97,-84.08,77.0,75,0.6,7.8,31,10.0,6.0
Croatia,Zagreb,45.8,16.0,62.6,0,0.0,4.8,31,10.0,6.0
Cuba,Havana,23.13,-82.36,80.6,75,0.0,2.1,31,9.0,5.0
Cyprus,Nicosia,35.17,33.37,73.4,0,0.0,22.1,31,10.0,6.0
Czech Republic,Prague,50.08,14.47,59.0,0,0.0,5.2,31,10.0,6.0
Democratic Republic of Congo,Kinshasa,-4.3,15.3,82.4,25,0.14,3.6,31,6.0,3.0
Denmark,Copenhagen,55.67,12.58,66.2,75,0.0,11.9,31,10.0,6.0
Djibouti,Djibouti,11.6,43.15,89.0,6,0.0,39.1,31,10.0,6.0
Dominica,Roseau,15.3,-61.4,78.8,25,0.0,1.7,31,10.0,6.0
Dominican Republic,Santo Domingo,18.47,-69.9,86.0,75,0.0,16.5,31,10.0,6.0
Ecuador,Quito,-0.22,-78.5,65.9,85,0.11,28.9,31,10.0,6.0
Egypt,Cairo,30.05,31.25,77.0,0,0.0,13.8,31,10.0,6.0
El Salvador,San Salvador,13.71,-89.2,86.0,25,1.32,6.2,31,10.0,6.0
Equatorial Guinea,Malabo,3.75,8.78,77.0,75,6.1,2.4,31,8.0,4.0
Eritrea,Asmara,15.33,38.93,63.7,4,0.0,34.0,31,10.0,6.0
Estonia,Tallinn,59.43,24.73,59.0,0,0.0,9.0,31,10.0,6.0
Swaziland,Mbabane,-26.32,31.13,62.8,0,0.0,13.2,31,10.0,6.0
Ethiopia,Addis Ababa,9.03,38.7,60.8,50,0.02,154.0,31,10.0,6.0
Fiji Islands,Suva,-18.13,178.42,78.8,75,2.03,5.1,31,10.0,6.0
Finland,Helsinki,60.18,24.93,60.8,0,0.0,8.3,31,10.0,6.0
France,Paris,48.87,2.33,59.0,100,0.0,2.8,31,10.0,6.0
Gabon,Libreville,0.38,9.45,80.6,50,0.03,6.2,31,10.0,6.0
Gambia,Banjul,13.45,-16.58,82.4,25,0.0,0.9,31,10.0,6.0
Georgia,Tbilisi,41.73,44.79,66.2,100,0.08,24.0,31,10.0,6.0
Germany,Berlin,52.52,13.4,66.2,0,0.06,9.7,31,10.0,6.0
Ghana,Accra,5.55,-0.22,78.8,25,0.0,6.1,31,10.0,6.0
Greece,Athens,37.98,23.72,71.6,25,0.0,17.1,31,10.0,6.0
Grenada,Saint George's,12.05,-61.75,86.0,25,0.0,0.6,31,10.0,6.0
Guatemala,Guatemala City,14.62,-90.53,82.4,50,0.7,3.2,31,10.0,6.0
Guinea,Conakry,9.51,-13.71,80.9,53,0.93,0.9,31,9.0,5.0
Guinea-Bissau,Bissau,11.85,-15.58,77.0,25,0.0,2.7,31,10.0,6.0
Guyana,Georgetown,6.8,-58.17,78.8,50,0.0,2.0,31,10.0,6.0
