country,location_name,latitude,longitude,air_quality
Haiti,Port-Au-Prince,18.54,-72.34,14.5
Vatican City,Vatican City,41.9,12.45,42.6
Honduras,Tegucigalpa,14.1,-87.22,0.6
Hungary,Budapest,47.5,19.08,17.4
Iceland,Hella,63.83,-20.4,0.9
India,New Delhi,28.6,77.2,795.7
Indonesia,Jakarta,-6.21,106.85,798.9
Iran,Tehran,35.73,51.33,26.3
Iraq,Baghdad,33.34,44.39,55.7
Ireland,Dublin,53.33,-6.25,3.4
Israel,Jerusalem,31.78,35.23,20.9
Italy,Rome,41.9,12.48,42.6
Jamaica,Norman Gardens,17.97,-76.75,4.8
Japan,Tokyo,35.69,139.69,51.1
Jordan,Amman,31.95,35.93,18.8
Kazakhstan,Astana,51.18,71.43,12
Kenya,Nairobi,-1.28,36.82,14.6
Kuwait,Kuwait City,29.37,47.96,115.7
Kyrghyzstan,Bishkek,42.87,74.6,15.2
Indonesia,Laos,-8.18,114.32,15.5
Latvia,Riga,56.95,24.1,8
Lebanon,Beirut,33.87,35.51,19
Lesotho,Maseru,-29.32,27.48,3.4
Liberia,Monrovia,6.31,-10.8,2.9
Thailand,Nan,18.78,100.78,10.1
Liechtenstein,Vaduz,47.13,9.52,34.3
Lithuania,Vilnius,54.68,25.32,7.8
Luxembourg,Luxembourg,49.61,6.13,16.8
Madagascar,Antananarivo,-18.92,47.52,3
Malawi,Lilongwe,-13.98,33.78,15.6
Malaysia,Kuala Lumpur,3.17,101.7,173.9
Maldives,Farukolhufunadhoo,6.15,73.27,0.7
Mali,Bamako,12.65,-8,7.9
Malta,Valletta,35.9,14.51,7.5
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,26.7
Mauritius,Port Louis,-20.16,57.5,3.3
Mexico,Mexico City,19.43,-99.13,7.1
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,0.9
Monaco,Monaco,43.73,7.42,4.9
Montenegro,Podgorica,42.44,19.26,12.6
Morocco,Rabat,34.03,-6.84,8.9
Mozambique,Maputo,-25.97,32.59,2
Myanmar,Pathein,16.78,94.73,5.6
Namibia,Windhoek,-22.57,17.08,3.6
Turkey,Yaren,39.55,27.62,15.9
Nepal,Kathmandu,27.72,85.32,133.8
Netherlands,Amsterdam,52.37,4.89,14.4
New Zealand,Wellington,-41.3,174.78,1.1
Nicaragua,Managua,12.15,-86.27,2.9
Niger,Niamey,13.52,2.12,26.2
Nigeria,Abuja,9.18,7.18,21.1
North Korea,Pyongyang,39.02,125.75,93.6
Macedonia,Skopje,42,21.43,20.1
Norway,Oslo,59.92,10.75,16.9
Oman,Muscat,23.61,58.59,34.7
Pakistan,Islamabad,33.7,73.17,62.5
Palau,Adkip,7.36,134.51,3.9
Bolivia,National,-11.18,-67.08,0.5
Panama,Panama City,8.97,-79.53,5.5
Papua New Guinea,Port Moresby,-9.46,147.19,10.3
Paraguay,Carreria,-21.55,-58.12,1
Peru,Lima,-12.05,-77.05,6
Philippines,Manila,14.6,120.98,116.9
Poland,Warsaw,52.25,21,5.1
Portugal,Lisbon,38.72,-9.13,4.2
Qatar,Doha,25.29,51.53,47.5
Romania,Bucharest,44.43,26.1,11.6
Russia,Moscow,55.75,37.62,8.4
Rwanda,Kigali,-1.95,30.06,30.6
Saint Kitts and Nevis,Basseterre,17.3,-62.72,6
Saint Lucia,Castries,14,-61,4.4
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2.1
San Marino,San Marino,43.93,12.45,17.4
Belgium,'S-Gravenwezel,51.27,4.55,23.6
Saudi Arabia,Riyadh,24.64,46.77,54.7
Senegal,Dakar,14.67,-17.44,8.7
Serbia,Belgrade,44.8,20.47,15.5
Seychelles Islands,Victoria,-4.62,55.45,1.4
Sierra Leone,Freetown,8.49,-13.23,1.2
Singapore,Singapore,1.29,103.86,35.9
Slovakia,Bratislava,48.15,17.12,15.7
Slovenia,Ljubljana,46.06,14.51,16.8
Solomon Islands,Honiara,-9.43,159.95,2.3
Somalia,Mogadishu,2.07,45.37,7.5
South Africa,Pretoria,-25.75,28.19,61.2
South Korea,Seoul,37.57,127,8.3
Sudan,Juba,12.15,24.45,2.7
Sri Lanka,Colombo,6.93,79.85,1.4
Sudan,Khartoum,15.59,32.53,15.6
Suriname,Paramaribo,5.83,-55.17,2.7
Sweden,Stockholm,59.33,18.05,11.8
Switzerland,Bern,46.92,7.47,32.9
Syria,Damascus,33.5,36.3,35.2
Tajikistan,Dushanbe,38.56,68.77,7.6
Tanzania,Dodoma,-6.18,35.75,3.6
Thailand,Bangkok,13.75,100.52,366.5
Timor-Leste,Dili,-8.56,125.57,3.4
Bulgaria,Lom,43.81,23.24,14
Tonga,Nuku`Aloia,-21.13,-175.2,4.2
Trinidad and Tobago,Port Of Spain,10.65,-61.52,4.1
Tunisia,Tunis,36.8,10.18,12.6
Turkey,Ankara,39.93,32.86,12.1
Turkmenistan,Ashgabat,37.95,58.38,14.2
Tuvalu,Funafuti,-8.52,179.22,0.9
Uganda,Kampala,0.32,32.57,10.5
Ukraine,Kyiv,50.43,30.52,6.6
United Arab Emirates,Abu Dhabi,24.47,54.37,36.5
United Kingdom,London,51.52,-0.11,8.5
United States of America,Washington Park,46.6,-120.49,0.5
Uruguay,Montevideo,-34.86,-56.17,16.9
Uzbekistan,Tashkent,41.32,69.25,14.3
Vanuatu,Port Vila,-17.73,168.32,3.7
Venezuela,Caracas,10.5,-66.92,7
Vietnam,Hanoi,21.03,105.85,220.7
Yemen,Sanaa,15.35,44.21,60.6
Zambia,Lusaka,-15.42,28.28,12.6
Zimbabwe,Harare,-17.82,31.04,9.8
Afghanistan,Kabul,34.52,69.18,21.7
Albania,Tirana,41.33,19.82,9.1
Algeria,Algiers,36.76,3.05,7.6
Andorra,Andorra La Vella,42.5,1.52,6.4
Angola,Luanda,-8.84,13.23,8.7
Antigua and Barbuda,Saint John's,17.12,-61.85,5.8
Argentina,Buenos Aires,-34.59,-58.67,16.2
Armenia,Yerevan,40.18,44.51,4.6
Australia,Canberra,-35.28,149.22,1.1
Austria,Vienna,48.2,16.37,15.5
Azerbaijan,Baku,40.4,49.88,19.6
Bahamas,Nassau,25.08,-77.35,3.3
Bahrain,Manama,26.24,50.58,39
Bangladesh,Dhaka,23.72,90.41,184.2
Barbados,Bridgetown,13.1,-59.62,9
Belarus,Minsk,53.9,27.57,14.1
Belgium,Brussels,50.83,4.33,4
Belize,Belmopan,17.25,-88.77,0.6
Benin,Porto-Novo,6.48,2.62,10.3
Bhutan,Thimphu,27.48,89.6,4.7
Bolivia,Sucre,-19.04,-65.26,2.4
Bosnia and Herzegovina,Sarajevo,43.85,18.38,10.6
Botswana,Gaborone,-24.65,25.91,3.7
Brazil,Bras,-2.08,-58.17,1.4
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,4.9
Bulgaria,Sofia,42.68,23.32,10
Burkina Faso,Ouagadougou,12.37,-1.52,18.5
Burundi,Bujumbura,-3.38,29.36,57.5
Madagascar,Ivory,-24.37,46.45,1
Cape Verde,Praia,14.93,-23.51,13.1
Cambodia,Phnom Penh,11.55,104.92,13.4
Cameroon,Bafoussam,5.47,10.42,41.9
Canada,Ottawa,45.42,-75.7,1.4
Central African Republic,Bangui,4.37,18.58,2.2
Chad,N'djamena,12.11,15.05,32
Chile,Santiago,-33.45,-70.67,70.6
China,Beijing,39.93,116.39,62.9
Bulgaria,Bogot,43.32,24.7,8.6
Comoros,Moroni,-11.7,43.24,2.7
Congo,Brazzaville,-4.26,15.28,8
Costa Rica,San Juan,9.97,-84.08,18.9
Croatia,Zagreb,45.8,16,18.4
Cuba,Havana,23.13,-82.36,7.9
Cyprus,Nicosia,35.17,33.37,17
Czech Republic,Prague,50.08,14.47,33.6
Democratic Republic of Congo,Kinshasa,-4.3,15.3,8
Denmark,Copenhagen,55.67,12.58,21.8
Djibouti,Djibouti,11.6,43.15,18.8
Dominica,Roseau,15.3,-61.4,2
Dominican Republic,Santo Domingo,18.47,-69.9,5.3
Ecuador,Quito,-0.22,-78.5,65.1
Egypt,Cairo,30.05,31.25,19.1
El Salvador,San Salvador,13.71,-89.2,6.3
Equatorial Guinea,Malabo,3.75,8.78,1.7
Eritrea,Asmara,15.33,38.93,40.5
Estonia,Tallinn,59.43,24.73,12.2
Swaziland,Mbabane,-26.32,31.13,3.5
Ethiopia,Addis Ababa,9.03,38.7,132.4
Fiji Islands,Suva,-18.13,178.42,5.4
Finland,Helsinki,60.18,24.93,15.3
France,Paris,48.87,2.33,9.6
Gabon,Libreville,0.38,9.45,4
Gambia,Banjul,13.45,-16.58,12
Georgia,Tbilisi,41.73,44.79,31.6
Germany,Berlin,52.52,13.4,51.7
Ghana,Accra,5.55,-0.22,5.3
Greece,Athens,37.98,23.72,3.9
Grenada,Saint George's,12.05,-61.75,6.4
Guatemala,Guatemala City,14.62,-90.53,2.7
Guinea,Conakry,9.51,-13.71,0.9
Guinea-Bissau,Bissau,11.85,-15.58,4.4
Guyana,Georgetown,6.8,-58.17,2.7
Haiti,Port-Au-Prince,18.54,-72.34,21.6
Vatican City,Vatican City,41.9,12.45,20
Honduras,Tegucigalpa,14.1,-87.22,2
Hungary,Budapest,47.5,19.08,26
Iceland,Hella,63.83,-20.4,0.5
India,New Delhi,28.6,77.2,149.1
Indonesia,Jakarta,-6.21,106.85,911.7
Iran,Tehran,35.73,51.33,35.8
Iraq,Baghdad,33.34,44.39,42.2
Ireland,Dublin,53.33,-6.25,2.1
Israel,Jerusalem,31.78,35.23,19.4
Italy,Rome,41.9,12.48,20
Jamaica,Norman Gardens,17.97,-76.75,11.2
Japan,Tokyo,35.69,139.69,16.9
Jordan,Amman,31.95,35.93,18.2
Kazakhstan,Astana,51.18,71.43,6.3
Kenya,Nairobi,-1.28,36.82,8.8
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,41.5
Kyrghyzstan,Bishkek,42.87,74.6,8.2
Indonesia,Laos,-8.18,114.32,19.2
Latvia,Riga,56.95,24.1,12.1
Lebanon,Beirut,33.87,35.51,19.9
Lesotho,Maseru,-29.32,27.48,5.6
Liberia,Monrovia,6.31,-10.8,2.7
Thailand,Nan,18.78,100.78,7.7
Liechtenstein,Vaduz,47.13,9.52,22.9
Lithuania,Vilnius,54.68,25.32,7.1
Luxembourg,Luxembourg,49.61,6.13,20.9
Madagascar,Antananarivo,-18.92,47.52,4.7
Malawi,Lilongwe,-13.98,33.78,9.9
Malaysia,Kuala Lumpur,3.17,101.7,46.9
Maldives,Farukolhufunadhoo,6.15,73.27,0.9
Mali,Bamako,12.65,-8,15.1
Malta,Valletta,35.9,14.51,30.6
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,61.6
Mauritius,Port Louis,-20.16,57.5,4.5
Mexico,Mexico City,19.43,-99.13,12.5
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,0.8
Monaco,Monaco,43.73,7.42,12.6
Mongolia,Ulaanbaatar,47.92,106.92,2.8
Montenegro,Podgorica,42.44,19.26,8.4
Morocco,Rabat,34.03,-6.84,7.8
Mozambique,Maputo,-25.97,32.59,1.5
Myanmar,Pathein,16.78,94.73,8.5
Namibia,Windhoek,-22.57,17.08,10.8
Turkey,Yaren,39.55,27.62,11.7
Nepal,Kathmandu,27.72,85.32,92.2
Netherlands,Amsterdam,52.37,4.89,15.4
New Zealand,Wellington,-41.3,174.78,0.5
Nicaragua,Managua,12.15,-86.27,9.9
Niger,Niamey,13.52,2.12,21.4
Nigeria,Abuja,9.18,7.18,13.9
North Korea,Pyongyang,39.02,125.75,109.2
Macedonia,Skopje,42,21.43,13.9
Norway,Oslo,59.92,10.75,9.9
Oman,Muscat,23.61,58.59,32.2
Pakistan,Islamabad,33.7,73.17,61.4
Palau,Adkip,7.36,134.51,4.4
Bolivia,National,-11.18,-67.08,5.1
Panama,Panama City,8.97,-79.53,3.4
Papua New Guinea,Port Moresby,-9.46,147.19,5.1
Paraguay,Carreria,-21.55,-58.12,8
Peru,Lima,-12.05,-77.05,7.4
Philippines,Manila,14.6,120.98,76.6
Poland,Warsaw,52.25,21,18.8
Portugal,Lisbon,38.72,-9.13,2.7
Qatar,Doha,25.29,51.53,47.5
Romania,Bucharest,44.43,26.1,9.4
Russia,Moscow,55.75,37.62,28.8
Rwanda,Kigali,-1.95,30.06,25.6
Saint Kitts and Nevis,Basseterre,17.3,-62.72,5.1
Saint Lucia,Castries,14,-61,1
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,3.1
Samoa,Apia,-13.83,-171.73,1.7
San Marino,San Marino,43.93,12.45,16.1
Belgium,'S-Gravenwezel,51.27,4.55,7
Saudi Arabia,Riyadh,24.64,46.77,65.2
Senegal,Dakar,14.67,-17.44,33.4
Serbia,Belgrade,44.8,20.47,14.9
Seychelles Islands,Victoria,-4.62,55.45,3.6
Sierra Leone,Freetown,8.49,-13.23,4.4
Singapore,Singapore,1.29,103.86,18.5
Slovakia,Bratislava,48.15,17.12,23
Slovenia,Ljubljana,46.06,14.51,20
Solomon Islands,Honiara,-9.43,159.95,3.3
Somalia,Mogadishu,2.07,45.37,6.7
South Africa,Pretoria,-25.75,28.19,27.2
South Korea,Seoul,37.57,127,57.4
Sudan,Juba,12.15,24.45,11.3
Spain,Madrid,40.4,-3.68,11.5
Sri Lanka,Colombo,6.93,79.85,1.5
Sudan,Khartoum,15.59,32.53,49
Suriname,Paramaribo,5.83,-55.17,1.6
Sweden,Stockholm,59.33,18.05,15.7
Switzerland,Bern,46.92,7.47,34.2
Syria,Damascus,33.5,36.3,20.9
Tajikistan,Dushanbe,38.56,68.77,7.7
Tanzania,Dodoma,-6.18,35.75,7.1
Thailand,Bangkok,13.75,100.52,79.7
Timor-Leste,Dili,-8.56,125.57,4.5
Bulgaria,Lom,43.81,23.24,10.2
Tonga,Nuku`Aloia,-21.13,-175.2,3.8
Trinidad and Tobago,Port Of Spain,10.65,-61.52,5.2
Tunisia,Tunis,36.8,10.18,12.2
Turkey,Ankara,39.93,32.86,28.1
Turkmenistan,Ashgabat,37.95,58.38,19.1
Tuvalu,Funafuti,-8.52,179.22,1.3
Uganda,Kampala,0.32,32.57,38.5
Ukraine,Kyiv,50.43,30.52,11.6
United Arab Emirates,Abu Dhabi,24.47,54.37,36.3
United Kingdom,London,51.52,-0.11,6.4
United States of America,Washington Park,46.6,-120.49,0.5
Uruguay,Montevideo,-34.86,-56.17,6.5
Uzbekistan,Tashkent,41.32,69.25,9.7
Vanuatu,Port Vila,-17.73,168.32,2.7
Venezuela,Caracas,10.5,-66.92,7.3
Vietnam,Hanoi,21.03,105.85,47.9
Yemen,Sanaa,15.35,44.21,28.3
Zambia,Lusaka,-15.42,28.28,17.7
Zimbabwe,Harare,-17.82,31.04,22.4
Afghanistan,Kabul,34.52,69.18,15.5
Albania,Tirana,41.33,19.82,8.7
Algeria,Algiers,36.76,3.05,6.7
Andorra,Andorra La Vella,42.5,1.52,5.6
Angola,Luanda,-8.84,13.23,9.8
Antigua and Barbuda,Saint John's,17.12,-61.85,4.7
Argentina,Buenos Aires,-34.59,-58.67,3.9
Armenia,Yerevan,40.18,44.51,7.1
Australia,Canberra,-35.28,149.22,7.6
Austria,Vienna,48.2,16.37,23
Azerbaijan,Baku,40.4,49.88,17.6
Bahamas,Nassau,25.08,-77.35,2.1
Bahrain,Manama,26.24,50.58,102.4
Bangladesh,Dhaka,23.72,90.41,68.6
Barbados,Bridgetown,13.1,-59.62,2.5
Belarus,Minsk,53.9,27.57,11.5
Belgium,Brussels,50.83,4.33,4.4
Belize,Belmopan,17.25,-88.77,0.9
Benin,Porto-Novo,6.48,2.62,9
Bhutan,Thimphu,27.48,89.6,5.2
Bolivia,Sucre,-19.04,-65.26,4.2
Bosnia and Herzegovina,Sarajevo,43.85,18.38,9.8
Botswana,Gaborone,-24.65,25.91,5.1
Brazil,Bras,-2.08,-58.17,14.2
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,9.1
Bulgaria,Sofia,42.68,23.32,11.8
Burkina Faso,Ouagadougou,12.37,-1.52,20.3
Burundi,Bujumbura,-3.38,29.36,47.4
Madagascar,Ivory,-24.37,46.45,1.2
Cape Verde,Praia,14.93,-23.51,17.7
Cambodia,Phnom Penh,11.55,104.92,20.8
Cameroon,Bafoussam,5.47,10.42,27.6
Canada,Ottawa,45.42,-75.7,14.4
Central African Republic,Bangui,4.37,18.58,1.6
Chad,N'djamena,12.11,15.05,32.6
Chile,Santiago,-33.45,-70.67,148.2
China,Beijing,39.93,116.39,182.6
Bulgaria,Bogot,43.32,24.7,13.7
Comoros,Moroni,-11.7,43.24,3.4
Congo,Brazzaville,-4.26,15.28,14.4
Costa Rica,San Juan,9.97,-84.08,15.6
Croatia,Zagreb,45.8,16,25.9
Cuba,Havana,23.13,-82.36,2.9
Cyprus,Nicosia,35.17,33.37,16.9
Czech Republic,Prague,50.08,14.47,26.5
Democratic Republic of Congo,Kinshasa,-4.3,15.3,14.4
Denmark,Copenhagen,55.67,12.58,6
Djibouti,Djibouti,11.6,43.15,25.7
Dominica,Roseau,15.3,-61.4,1.8
Dominican Republic,Santo Domingo,18.47,-69.9,15.5
Ecuador,Quito,-0.22,-78.5,17.4
Egypt,Cairo,30.05,31.25,25.4
El Salvador,San Salvador,13.71,-89.2,11.2
Equatorial Guinea,Malabo,3.75,8.78,1.2
Eritrea,Asmara,15.33,38.93,44.1
Estonia,Tallinn,59.43,24.73,23.3
Swaziland,Mbabane,-26.32,31.13,6.2
Ethiopia,Addis Ababa,9.03,38.7,89.6
Fiji Islands,Suva,-18.13,178.42,2.6
Finland,Helsinki,60.18,24.93,24.4
France,Paris,48.87,2.33,34.6
Gabon,Libreville,0.38,9.45,5.4
Gambia,Banjul,13.45,-16.58,11.5
Georgia,Tbilisi,41.73,44.79,28.9
Germany,Berlin,52.52,13.4,25
Ghana,Accra,5.55,-0.22,6.4
Greece,Athens,37.98,23.72,6.1
Grenada,Saint George's,12.05,-61.75,1.5
Guatemala,Guatemala City,14.62,-90.53,5.2
Guinea,Conakry,9.51,-13.71,0.7
Guinea-Bissau,Bissau,11.85,-15.58,3.4
Guyana,Georgetown,6.8,-58.17,2.1
Haiti,Port-Au-Prince,18.54,-72.34,37
Vatican City,Vatican City,41.9,12.45,37.2
Honduras,Tegucigalpa,14.1,-87.22,2.3
Hungary,Budapest,47.5,19.08,31.4
Iceland,Hella,63.83,-20.4,0.7
India,New Delhi,28.6,77.2,283.3
Indonesia,Jakarta,-6.21,106.85,785.8
Iran,Tehran,35.73,51.33,32.2
Iraq,Baghdad,33.34,44.39,27.8
Ireland,Dublin,53.33,-6.25,4.4
Israel,Jerusalem,31.78,35.23,22.3
Italy,Rome,41.9,12.48,37.2
Jamaica,Norman Gardens,17.97,-76.75,17.8
Japan,Tokyo,35.69,139.69,6.4
Jordan,Amman,31.95,35.93,22.8
Kazakhstan,Astana,51.18,71.43,9.4
Kenya,Nairobi,-1.28,36.82,6.7
Kiribati,Tarawa,-0.88,169.53,0.5
Kuwait,Kuwait City,29.37,47.96,41.8
Kyrghyzstan,Bishkek,42.87,74.6,8.7
Indonesia,Laos,-8.18,114.32,20.2
Latvia,Riga,56.95,24.1,15.6
Lebanon,Beirut,33.87,35.51,21.6
Lesotho,Maseru,-29.32,27.48,52.2
Liberia,Monrovia,6.31,-10.8,0.7
Thailand,Nan,18.78,100.78,2.4
Liechtenstein,Vaduz,47.13,9.52,11.9
Lithuania,Vilnius,54.68,25.32,12
Luxembourg,Luxembourg,49.61,6.13,4.3
Madagascar,Antananarivo,-18.92,47.52,3
Malawi,Lilongwe,-13.98,33.78,5.9
Malaysia,Kuala Lumpur,3.17,101.7,51.8
Maldives,Farukolhufunadhoo,6.15,73.27,1
Mali,Bamako,12.65,-8,7.4
Malta,Valletta,35.9,14.51,19
Marshall Islands,Majuro,7.1,171.38,1.1
Mauritania,Nouakchott,18.09,-15.98,35
Mauritius,Port Louis,-20.16,57.5,4.2
Mexico,Mexico City,19.43,-99.13,12.2
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,1
Monaco,Monaco,43.73,7.42,15.5
Mongolia,Ulaanbaatar,47.92,106.92,0.9
Montenegro,Podgorica,42.44,19.26,12.1
Morocco,Rabat,34.03,-6.84,11.2
Mozambique,Maputo,-25.97,32.59,22.4
Myanmar,Pathein,16.78,94.73,3.3
Namibia,Windhoek,-22.57,17.08,9.9
Turkey,Yaren,39.55,27.62,18.5
Nepal,Kathmandu,27.72,85.32,106.2
Netherlands,Amsterdam,52.37,4.89,3.9
New Zealand,Wellington,-41.3,174.78,1.2
Nicaragua,Managua,12.15,-86.27,2.9
Niger,Niamey,13.52,2.12,14
Nigeria,Abuja,9.18,7.18,10.8
North Korea,Pyongyang,39.02,125.75,28.8
Macedonia,Skopje,42,21.43,21
Norway,Oslo,59.92,10.75,3.7
Oman,Muscat,23.61,58.59,59.4
Pakistan,Islamabad,33.7,73.17,72.9
Palau,Adkip,7.36,134.51,3.5
Bolivia,National,-11.18,-67.08,25.3
Panama,Panama City,8.97,-79.53,9.7
Papua New Guinea,Port Moresby,-9.46,147.19,5.6
Paraguay,Carreria,-21.55,-58.12,4.9
Peru,Lima,-12.05,-77.05,5.8
Philippines,Manila,14.6,120.98,151.3
Poland,Warsaw,52.25,21,28.2
Portugal,Lisbon,38.72,-9.13,5.2
Qatar,Doha,25.29,51.53,48
Romania,Bucharest,44.43,26.1,10
Russia,Moscow,55.75,37.62,28.8
Rwanda,Kigali,-1.95,30.06,34.7
Saint Kitts and Nevis,Basseterre,17.3,-62.72,4.5
Saint Lucia,Castries,14,-61,1.5
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,1.8
Samoa,Apia,-13.83,-171.73,1
San Marino,San Marino,43.93,12.45,30.5
Belgium,'S-Gravenwezel,51.27,4.55,5.2
Saudi Arabia,Riyadh,24.64,46.77,24.8
Senegal,Dakar,14.67,-17.44,23.5
Serbia,Belgrade,44.8,20.47,23.3
Seychelles Islands,Victoria,-4.62,55.45,2.4
Sierra Leone,Freetown,8.49,-13.23,1.6
Singapore,Singapore,1.29,103.86,19.6
Slovakia,Bratislava,48.15,17.12,19.9
Slovenia,Ljubljana,46.06,14.51,39.5
Solomon Islands,Honiara,-9.43,159.95,1.1
Somalia,Mogadishu,2.07,45.37,5.7
South Africa,Pretoria,-25.75,28.19,10.3
South Korea,Seoul,37.57,127,43.8
Sudan,Juba,12.15,24.45,5.8
Spain,Madrid,40.4,-3.68,23.8
Sri Lanka,Colombo,6.93,79.85,1.6
Sudan,Khartoum,15.59,32.53,63.6
Suriname,Paramaribo,5.83,-55.17,3
Sweden,Stockholm,59.33,18.05,32.8
Switzerland,Bern,46.92,7.47,32
Syria,Damascus,33.5,36.3,23.7
Tajikistan,Dushanbe,38.56,68.77,11
Tanzania,Dodoma,-6.18,35.75,4.6
Thailand,Bangkok,13.75,100.52,16.9
Timor-Leste,Dili,-8.56,125.57,3.8
Bulgaria,Lom,43.81,23.24,13.6
Tonga,Nuku`Aloia,-21.13,-175.2,3
Trinidad and Tobago,Port Of Spain,10.65,-61.52,1.5
Tunisia,Tunis,36.8,10.18,19.9
Turkey,Ankara,39.93,32.86,46
Turkmenistan,Ashgabat,37.95,58.38,10.3
Tuvalu,Funafuti,-8.52,179.22,0.7
Uganda,Kampala,0.32,32.57,19.4
Ukraine,Kyiv,50.43,30.52,15.6
United Arab Emirates,Abu Dhabi,24.47,54.37,47.1
United Kingdom,London,51.52,-0.11,4.2
United States of America,Washington Park,46.6,-120.49,0.5
Uruguay,Montevideo,-34.86,-56.17,10.3
Uzbekistan,Tashkent,41.32,69.25,14.7
Vanuatu,Port Vila,-17.73,168.32,3.2
Venezuela,Caracas,10.5,-66.92,26.2
Vietnam,Hanoi,21.03,105.85,67.4
Yemen,Sanaa,15.35,44.21,33.4
Zambia,Lusaka,-15.42,28.28,12.2
Zimbabwe,Harare,-17.82,31.04,14
Afghanistan,Kabul,34.52,69.18,14.7
Albania,Tirana,41.33,19.82,14.4
Algeria,Algiers,36.76,3.05,7
Andorra,Andorra La Vella,42.5,1.52,12.8
Angola,Luanda,-8.84,13.23,11.4
Antigua and Barbuda,Saint John's,17.12,-61.85,4.1
Argentina,Buenos Aires,-34.59,-58.67,2.5
Armenia,Yerevan,40.18,44.51,8.3
Australia,Canberra,-35.28,149.22,3.3
Austria,Vienna,48.2,16.37,31.5
Azerbaijan,Baku,40.4,49.88,9.6
Bahamas,Nassau,25.08,-77.35,3.4
Bahrain,Manama,26.24,50.58,64
Bangladesh,Dhaka,23.72,90.41,73.5
Barbados,Bridgetown,13.1,-59.62,2.7
Belarus,Minsk,53.9,27.57,10.2
Belgium,Brussels,50.83,4.33,9.2
Belize,Belmopan,17.25,-88.77,0.7
Benin,Porto-Novo,6.48,2.62,12.1
Bhutan,Thimphu,27.48,89.6,4.8
Bolivia,Sucre,-19.04,-65.26,3.1
Bosnia and Herzegovina,Sarajevo,43.85,18.38,14
Botswana,Gaborone,-24.65,25.91,14.8
Brazil,Bras,-2.08,-58.17,24.9
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,10.2
Bulgaria,Sofia,42.68,23.32,17.4
Burkina Faso,Ouagadougou,12.37,-1.52,69.6
Burundi,Bujumbura,-3.38,29.36,62.1
Madagascar,Ivory,-24.37,46.45,1.7
Cape Verde,Praia,14.93,-23.51,27.9
Cambodia,Phnom Penh,11.55,104.92,117.7
Cameroon,Bafoussam,5.47,10.42,28.1
Canada,Ottawa,45.42,-75.7,6.4
Central African Republic,Bangui,4.37,18.58,7.6
Chad,N'djamena,12.11,15.05,50.1
Chile,Santiago,-33.45,-70.67,81.4
China,Beijing,39.93,116.39,21.4
Bulgaria,Bogot,43.32,24.7,12.8
Comoros,Moroni,-11.7,43.24,2.3
Congo,Brazzaville,-4.26,15.28,12.2
Costa Rica,San Juan,9.97,-84.08,26.9
Croatia,Zagreb,45.8,16,64.1
Cuba,Havana,23.13,-82.36,17.3
Cyprus,Nicosia,35.17,33.37,9.4
Czech Republic,Prague,50.08,14.47,12.5
Democratic Republic of Congo,Kinshasa,-4.3,15.3,12.2
Denmark,Copenhagen,55.67,12.58,5.9
Djibouti,Djibouti,11.6,43.15,17.6
Dominica,Roseau,15.3,-61.4,2.1
Dominican Republic,Santo Domingo,18.47,-69.9,11.2
Ecuador,Quito,-0.22,-78.5,32.2
Egypt,Cairo,30.05,31.25,25.6
El Salvador,San Salvador,13.71,-89.2,28.9
Equatorial Guinea,Malabo,3.75,8.78,0.9
Eritrea,Asmara,15.33,38.93,32.1
Estonia,Tallinn,59.43,24.73,6.4
Swaziland,Mbabane,-26.32,31.13,16.8
Ethiopia,Addis Ababa,9.03,38.7,114.3
Fiji Islands,Suva,-18.13,178.42,1.9
Finland,Helsinki,60.18,24.93,7.3
France,Paris,48.87,2.33,6.2
Gabon,Libreville,0.38,9.45,5.1
Gambia,Banjul,13.45,-16.58,8.6
Georgia,Tbilisi,41.73,44.79,27.9
Germany,Berlin,52.52,13.4,18
Ghana,Accra,5.55,-0.22,16
Greece,Athens,37.98,23.72,3.8
Grenada,Saint George's,12.05,-61.75,2.4
Guatemala,Guatemala City,14.62,-90.53,2.4
Guinea,Conakry,9.51,-13.71,0.5
Guinea-Bissau,Bissau,11.85,-15.58,3.9
Guyana,Georgetown,6.8,-58.17,4
Haiti,Port-Au-Prince,18.54,-72.34,25.7
Vatican City,Vatican City,41.9,12.45,45.4
Honduras,Tegucigalpa,14.1,-87.22,0.7
Hungary,Budapest,47.5,19.08,23.4
Iceland,Hella,63.83,-20.4,1.1
